id_transacao,data,hora,destinatario,valor,categoria,forma_pagamento
5441,2025-04-15,19:03:06,Escola Paffaro,1892.46,educação,pix
5442,2025-02-07,11:53:27,Teatro Akimi,281.16,lazer,cartão crédito
5443,2024-10-23,22:20:00,Barbearia Akimi,35.73,despesas pessoais,pix
5444,2025-03-15,09:54:45,Oficina Mecânica Paffaro,1764.34,transporte,boleto
5445,2025-05-24,10:02:28,Serviços Postais Gonçalves,20.03,comunicação,pix
5446,2025-10-14,09:06:56,Loja de Calçados Gonçalves,328.97,despesas pessoais,cartão crédito
5447,2024-12-16,06:11:27,Cinema Iamato,90.54,lazer,cartão crédito
5448,2025-09-19,22:30:27,Consultório Médico Paffaro,181.45,saúde,cartão débito
5449,2025-03-15,12:38:05,Pedágio Gonçalves,27.12,transporte,cartão débito
5450,2025-01-20,09:30:42,Perfumaria Gonçalves,351.25,despesas pessoais,cartão débito
5451,2025-03-01,22:03:47,Companhia Telefônica Gonçalves,80.33,comunicação,cartão débito
5452,2025-01-19,22:32:00,Pet Shop Akimi,118.69,despesas pessoais,pix
5453,2024-12-01,11:31:11,Clínica Odontológica Gonçalves,1230.67,saúde,cartão crédito
5454,2025-04-20,01:13:39,Parque Akimi,99.87,lazer,boleto
5455,2025-07-27,20:20:02,Cafeteria Paffaro,9.64,alimentação,cartão débito
5456,2025-06-09,04:05:56,Supermercado Akimi,1059.27,alimentação,boleto
5457,2025-07-28,18:06:08,Loja de Jogos Akimi,244.09,lazer,cartão crédito
5458,2024-10-18,13:40:40,Agência de Viagens Gonçalves,549.68,lazer,pix
5459,2025-06-19,00:31:50,Companhia Telefônica Gonçalves,185.82,comunicação,boleto
5460,2025-05-02,11:32:54,Metrô Akimi,7.02,transporte,cartão débito
5461,2025-07-30,17:08:23,Farmácia Gonçalves,278.33,saúde,boleto
5462,2024-11-09,05:19:04,Cafeteria Gonçalves,38.34,alimentação,boleto
5463,2025-08-04,10:16:02,Oficina Mecânica Akimi,1807.17,transporte,pix
5464,2025-06-20,08:09:42,Loja de Calçados Akimi,147.76,despesas pessoais,cartão débito
5465,2024-11-19,18:17:24,Loja de Departamentos Gonçalves,309.24,outros,cartão crédito
5466,2025-05-27,21:50:48,Serviços Gerais Paffaro,933.92,outros,cartão crédito
5467,2025-04-21,11:55:45,Show Iamato,339.96,lazer,pix
5468,2025-04-10,11:34:03,Curso Online Iamato,107.01,educação,cartão débito
5469,2025-09-10,05:12:53,Consultório Médico Akimi,479.94,saúde,cartão crédito
5470,2025-01-18,02:18:38,Consultoria Paffaro,1771.76,outros,pix
5471,2025-10-05,11:16:43,Metrô Iamato,49.09,transporte,boleto
5472,2024-10-21,17:24:56,Farmácia Gonçalves,57.26,saúde,boleto
5473,2025-07-18,09:58:01,Supermercado Akimi,601.98,alimentação,boleto
5474,2025-02-07,03:50:19,Estacionamento Gonçalves,39.49,transporte,boleto
5475,2025-05-08,02:56:57,Faculdade Iamato,1061.01,educação,cartão crédito
5476,2025-06-09,06:35:08,Conta de Luz Gonçalves,379.84,casa,pix
5477,2025-09-27,07:56:21,Loja de Roupas Akimi,557.4,despesas pessoais,cartão débito
5478,2025-08-30,00:02:05,Eletricista Paffaro,310.14,casa,pix
5479,2025-05-02,12:28:55,Impostos Iamato,1290.16,outros,pix
5480,2025-06-02,09:34:09,Eletricista Akimi,908.87,casa,boleto
5481,2025-03-21,06:39:17,Loja de Peças Akimi,125.41,transporte,boleto
5482,2024-12-21,08:39:25,Provedor de Internet Gonçalves,240.04,comunicação,pix
5483,2025-08-12,17:57:23,Provedor de Internet Iamato,277.55,comunicação,boleto
5484,2025-06-28,07:06:42,Restaurante Paffaro,213.89,alimentação,pix
5485,2025-03-29,15:36:13,Pedágio Akimi,12.68,transporte,cartão crédito
5486,2025-09-26,06:16:54,Faculdade Akimi,4072.71,educação,cartão crédito
5487,2025-05-13,05:31:02,Cinema Iamato,50.02,lazer,cartão crédito
5488,2025-05-18,04:23:02,Loja de Decoração Paffaro,571.93,casa,pix
5489,2024-12-17,11:07:19,Pedágio Paffaro,43.47,transporte,cartão crédito
5490,2024-12-13,10:36:16,Doação Iamato,467.16,outros,cartão débito
5491,2024-12-06,19:40:38,Doação Akimi,164.18,outros,pix
5492,2025-06-29,07:08:20,Companhia Telefônica Iamato,238.78,comunicação,pix
5493,2025-01-23,17:33:43,Papelaria Paffaro,129.01,educação,cartão débito
5494,2025-05-01,21:11:46,Faculdade Paffaro,3129.01,educação,pix
5495,2025-06-26,12:33:45,Serviços Postais Paffaro,48.08,comunicação,pix
5496,2025-01-28,11:14:28,Companhia Telefônica Paffaro,160.5,comunicação,boleto
5497,2024-11-20,23:56:41,Academia Akimi,167.42,despesas pessoais,pix
5498,2025-08-02,06:43:23,Lanchonete Iamato,32.94,alimentação,pix
5499,2025-03-11,20:16:48,Provedor de Internet Akimi,234.88,comunicação,pix
5500,2025-09-23,12:30:03,Curso de Idiomas Paffaro,551.95,educação,cartão débito
5501,2024-11-08,00:35:23,Loja de Utilidades Paffaro,159.36,casa,pix
5502,2025-01-10,10:01:20,Parque Iamato,66.15,lazer,boleto
5503,2025-07-07,18:43:05,Companhia Telefônica Paffaro,172.28,comunicação,cartão crédito
5504,2024-11-30,23:25:06,Doação Akimi,368.29,outros,cartão crédito
5505,2025-08-23,07:02:15,Recarga de Celular Iamato,76.02,comunicação,boleto
5506,2025-02-13,11:30:43,Impostos Akimi,946.66,outros,pix
5507,2025-05-08,09:06:20,Barbearia Gonçalves,87.45,despesas pessoais,cartão crédito
5508,2025-07-22,22:33:35,Pedágio Gonçalves,23.17,transporte,cartão crédito
5509,2025-07-16,16:37:22,Serviços Postais Iamato,28.58,comunicação,cartão crédito
5510,2025-07-06,10:01:42,Hospital Iamato,1650.0,saúde,pix
5511,2024-11-08,20:11:26,Serviços Gerais Akimi,362.87,outros,pix
5512,2025-07-25,01:35:30,Restaurante Iamato,276.23,alimentação,pix
5513,2025-02-07,14:30:28,Clínica Odontológica Iamato,1237.43,saúde,cartão crédito
5514,2025-09-20,11:16:44,Loja de Calçados Paffaro,393.95,despesas pessoais,cartão débito
5515,2025-05-25,17:38:08,Eletricista Iamato,136.18,casa,boleto
5516,2025-01-14,15:34:46,Aluguel Paffaro,2248.44,casa,boleto
5517,2025-06-22,07:40:40,Recarga de Celular Paffaro,85.79,comunicação,cartão débito
5518,2024-11-14,01:25:15,Provedor de Internet Akimi,268.54,comunicação,cartão crédito
5519,2025-04-28,03:08:31,Hortifruti Iamato,28.23,alimentação,pix
5520,2025-03-04,01:27:50,Barbearia Akimi,56.14,despesas pessoais,pix
5521,2025-07-04,20:09:01,Perfumaria Akimi,487.77,despesas pessoais,boleto
5522,2025-06-05,11:53:56,App de Transporte Iamato,36.95,transporte,cartão débito
5523,2024-11-18,14:27:14,Serviços Postais Akimi,36.79,comunicação,pix
5524,2025-08-15,18:05:31,Companhia Telefônica Gonçalves,114.72,comunicação,boleto
5525,2024-12-27,09:22:47,Parque Iamato,86.55,lazer,cartão crédito
5526,2025-02-25,12:47:49,Conta de Luz Iamato,293.57,casa,boleto
5527,2025-07-06,22:28:25,Impostos Iamato,1825.48,outros,boleto
5528,2025-03-12,22:09:49,Livraria Akimi,319.65,educação,boleto
5529,2025-08-25,12:24:09,Aluguel Akimi,3816.56,casa,pix
5530,2025-01-31,02:11:26,Laboratório Paffaro,798.1,saúde,boleto
5531,2025-02-16,12:07:54,Agência de Viagens Akimi,1571.01,lazer,cartão crédito
5532,2024-11-16,13:27:45,Loja de Decoração Gonçalves,73.88,casa,boleto
5533,2025-04-27,20:58:58,Loja de Móveis Iamato,4025.83,casa,boleto
5534,2025-07-03,19:21:17,Clínica Odontológica Gonçalves,596.64,saúde,cartão crédito
5535,2025-03-16,17:33:37,Loja de Roupas Paffaro,522.75,despesas pessoais,cartão débito
5536,2025-03-25,16:22:09,Loja de Roupas Iamato,732.2,despesas pessoais,cartão débito
5537,2025-06-06,16:20:11,Doceria Iamato,25.11,alimentação,cartão crédito
5538,2025-03-23,05:38:13,Escola Paffaro,1323.23,educação,boleto
5539,2025-02-05,23:25:55,Companhia Telefônica Paffaro,135.33,comunicação,boleto
5540,2025-05-12,05:24:26,Loja de Móveis Iamato,652.97,casa,cartão crédito
5541,2025-07-04,10:12:14,Loja de Departamentos Akimi,312.87,outros,pix
5542,2025-04-23,21:46:31,Conta de Luz Gonçalves,288.0,casa,pix
5543,2025-07-15,13:42:10,Show Gonçalves,144.64,lazer,pix
5544,2025-02-26,03:55:23,Teatro Iamato,192.17,lazer,cartão crédito
5545,2025-04-05,12:26:05,Academia Gonçalves,126.92,despesas pessoais,boleto
5546,2024-11-26,18:07:15,Loja de Roupas Gonçalves,373.55,despesas pessoais,cartão crédito
5547,2025-02-09,10:32:46,Consultoria Paffaro,1477.06,outros,cartão crédito
5548,2025-09-26,03:15:34,Loja de Jogos Iamato,126.75,lazer,cartão débito
5549,2025-08-13,04:28:44,Cafeteria Akimi,33.19,alimentação,cartão crédito
5550,2025-07-14,11:42:16,Loja de Utilidades Paffaro,105.76,casa,boleto
5551,2024-11-26,22:29:42,Show Iamato,617.58,lazer,boleto
5552,2025-03-01,06:03:40,Perfumaria Gonçalves,430.49,despesas pessoais,cartão crédito
5553,2024-10-28,14:02:13,Curso Online Paffaro,443.9,educação,boleto
5554,2025-03-08,06:24:27,Provedor de Internet Akimi,92.68,comunicação,cartão débito
5555,2025-05-22,02:51:18,Estacionamento Gonçalves,109.16,transporte,boleto
5556,2025-03-08,12:31:03,Hortifruti Paffaro,38.06,alimentação,boleto
5557,2025-04-13,19:32:10,Loja de Utilidades Gonçalves,68.88,casa,pix
5558,2025-05-29,14:08:57,Doceria Akimi,21.45,alimentação,cartão crédito
5559,2025-06-18,01:31:23,Consultoria Paffaro,1214.95,outros,cartão débito
5560,2025-02-19,15:25:58,Loja de Peças Gonçalves,682.76,transporte,cartão débito
5561,2025-03-18,15:15:37,Impostos Paffaro,1313.29,outros,cartão crédito
5562,2024-12-07,17:25:55,Escola Gonçalves,2344.17,educação,boleto
5563,2024-11-24,02:31:06,Agência de Viagens Gonçalves,2837.04,lazer,cartão crédito
5564,2025-02-22,09:38:02,Salão de Beleza Gonçalves,124.18,despesas pessoais,boleto
5565,2025-10-13,10:56:59,Loja de Jogos Akimi,442.57,lazer,cartão crédito
5566,2025-01-28,03:07:22,Supermercado Paffaro,299.94,alimentação,cartão crédito
5567,2025-04-19,14:50:33,Serviços Gerais Iamato,523.63,outros,cartão crédito
5568,2024-12-31,03:06:34,Escola Paffaro,1862.48,educação,boleto
5569,2025-01-21,07:27:55,Recarga de Celular Paffaro,58.87,comunicação,cartão débito
5570,2024-11-25,17:47:10,Parque Gonçalves,40.65,lazer,pix
5571,2025-10-01,15:58:46,Salão de Beleza Gonçalves,63.74,despesas pessoais,cartão crédito
5572,2025-07-04,02:26:36,Doceria Iamato,21.7,alimentação,pix
5573,2025-02-11,14:43:01,Sorveteria Gonçalves,15.46,alimentação,cartão crédito
5574,2025-03-09,14:58:17,Farmácia Gonçalves,170.31,saúde,cartão crédito
5575,2025-04-07,07:33:28,Restaurante Paffaro,243.5,alimentação,cartão crédito
5576,2025-06-30,14:48:25,Teatro Iamato,78.08,lazer,cartão crédito
5577,2025-05-28,07:56:28,Impostos Iamato,542.34,outros,cartão débito
5578,2025-05-23,11:48:40,Barbearia Gonçalves,31.86,despesas pessoais,cartão crédito
5579,2025-04-24,04:58:39,Show Paffaro,660.58,lazer,cartão débito
5580,2025-06-25,11:31:08,Plano de Saúde Iamato,799.93,saúde,boleto
5581,2025-06-01,10:38:06,Loja de Decoração Gonçalves,249.25,casa,pix
5582,2025-03-06,12:23:48,Recarga de Celular Paffaro,39.16,comunicação,boleto
5583,2025-06-19,11:25:13,Streaming Iamato,35.78,lazer,boleto
5584,2025-02-07,03:01:15,Teatro Akimi,236.54,lazer,boleto
5585,2025-08-31,23:15:43,Curso de Idiomas Paffaro,794.68,educação,pix
5586,2025-06-28,01:31:51,Conta de Água Iamato,202.88,casa,cartão crédito
5587,2025-09-12,20:15:39,Hortifruti Paffaro,79.94,alimentação,cartão débito
5588,2025-03-20,07:11:33,Escola Gonçalves,2836.74,educação,boleto
5589,2025-07-14,04:51:25,Loja de Peças Iamato,593.2,transporte,boleto
5590,2025-10-17,09:00:01,Empresa de Ônibus Akimi,85.88,transporte,cartão crédito
5591,2024-11-06,18:30:52,Provedor de Internet Akimi,298.72,comunicação,cartão débito
5592,2025-08-06,08:33:34,Recarga de Celular Iamato,28.35,comunicação,cartão débito
5593,2024-12-24,02:03:09,Curso Online Akimi,799.29,educação,cartão débito
5594,2025-01-14,05:16:22,Provedor de Internet Akimi,292.86,comunicação,boleto
5595,2025-04-11,15:28:10,Bar Iamato,121.31,lazer,boleto
5596,2025-04-22,23:06:56,Pet Shop Paffaro,31.42,despesas pessoais,pix
5597,2025-07-19,03:41:26,Consultoria Akimi,1490.38,outros,boleto
5598,2025-06-14,19:12:24,Escola Paffaro,2251.88,educação,pix
5599,2025-05-12,11:02:24,Serviços Postais Akimi,47.32,comunicação,cartão crédito
5600,2025-02-23,13:03:02,Agência de Viagens Gonçalves,1728.05,lazer,cartão crédito
5601,2025-08-17,13:10:54,Loja de Calçados Akimi,269.24,despesas pessoais,pix
5602,2025-02-24,01:55:27,Posto de Gasolina Iamato,145.3,transporte,cartão crédito
5603,2024-11-22,21:25:41,Loja de Móveis Iamato,2873.26,casa,cartão crédito
5604,2025-07-28,11:15:02,Padaria Paffaro,22.29,alimentação,pix
5605,2025-02-20,15:00:53,Consultoria Paffaro,283.97,outros,cartão débito
5606,2025-07-10,16:32:15,Padaria Gonçalves,44.62,alimentação,boleto
5607,2024-12-21,17:37:26,Recarga de Celular Gonçalves,79.73,comunicação,cartão débito
5608,2025-09-01,02:13:55,Clínica Odontológica Akimi,221.04,saúde,cartão débito
5609,2025-05-07,20:13:26,Salão de Beleza Akimi,192.31,despesas pessoais,pix
5610,2025-04-14,14:00:41,Supermercado Paffaro,247.18,alimentação,cartão débito
5611,2025-10-17,04:26:17,Restaurante Paffaro,115.97,alimentação,cartão crédito
5612,2025-07-09,01:07:48,Supermercado Gonçalves,1188.4,alimentação,pix
5613,2025-02-19,05:37:38,App de Transporte Iamato,16.31,transporte,pix
5614,2025-02-06,01:10:56,Provedor de Internet Iamato,98.33,comunicação,pix
5615,2025-07-29,16:18:20,Aluguel Iamato,844.97,casa,cartão crédito
5616,2025-01-03,07:19:14,Farmácia Paffaro,95.04,saúde,cartão crédito
5617,2025-02-10,12:04:15,Agência de Viagens Iamato,1459.82,lazer,boleto
5618,2025-02-03,06:09:22,Loja de Departamentos Akimi,248.89,outros,cartão débito
5619,2025-08-17,12:05:10,Recarga de Celular Akimi,60.59,comunicação,pix
5620,2024-12-21,08:38:30,Serviços Gerais Paffaro,102.65,outros,cartão débito
5621,2025-02-20,22:05:35,Loja de Utilidades Paffaro,195.49,casa,pix
5622,2024-11-03,17:27:49,Companhia Telefônica Paffaro,247.9,comunicação,boleto
5623,2024-11-12,12:40:18,Cinema Iamato,22.65,lazer,cartão crédito
5624,2025-06-23,03:59:48,Cafeteria Paffaro,35.12,alimentação,boleto
5625,2024-11-22,11:09:02,Perfumaria Gonçalves,393.6,despesas pessoais,pix
5626,2024-12-14,06:28:21,Hospital Akimi,2991.28,saúde,cartão débito
5627,2025-02-25,23:35:25,Hortifruti Iamato,68.33,alimentação,pix
5628,2024-10-28,06:44:06,Loja de Jogos Akimi,274.49,lazer,pix
5629,2024-12-13,05:15:44,Parque Paffaro,25.34,lazer,cartão débito
5630,2024-10-17,11:52:07,Bar Akimi,132.67,lazer,pix
5631,2025-02-26,14:09:45,Faculdade Akimi,3092.98,educação,cartão crédito
5632,2025-09-01,14:19:13,Hortifruti Iamato,100.83,alimentação,pix
5633,2025-07-04,10:11:28,Material de Construção Gonçalves,1228.06,casa,cartão crédito
5634,2025-08-18,08:38:56,Laboratório Paffaro,568.53,saúde,boleto
5635,2025-08-22,09:23:33,Curso Online Paffaro,75.3,educação,boleto
5636,2025-06-29,23:01:19,Plano de Saúde Akimi,1772.25,saúde,cartão crédito
5637,2024-11-11,22:30:32,Provedor de Internet Iamato,111.72,comunicação,pix
5638,2025-04-16,00:42:35,Sorveteria Gonçalves,41.98,alimentação,boleto
5639,2025-07-07,22:49:47,App de Transporte Gonçalves,10.64,transporte,cartão crédito
5640,2025-02-16,07:20:43,Farmácia Paffaro,146.37,saúde,pix
5641,2025-08-30,13:13:46,Faculdade Gonçalves,4384.6,educação,cartão débito
5642,2025-09-01,07:50:28,Plano de Saúde Iamato,1705.66,saúde,cartão crédito
5643,2024-12-05,20:36:47,Serviços Gerais Paffaro,599.48,outros,pix
5644,2025-06-21,20:48:03,Loja de Departamentos Gonçalves,23.24,outros,boleto
5645,2025-05-07,09:59:36,Loja de Departamentos Akimi,48.94,outros,cartão débito
5646,2025-08-18,00:52:14,Loja de Calçados Akimi,226.8,despesas pessoais,cartão crédito
5647,2025-07-30,10:40:57,Consultoria Gonçalves,1533.89,outros,pix
5648,2025-08-28,08:21:01,Farmácia Paffaro,46.08,saúde,pix
5649,2025-02-06,13:08:33,Loja de Roupas Akimi,368.34,despesas pessoais,boleto
5650,2025-06-02,05:14:44,Serviços Postais Akimi,17.07,comunicação,cartão crédito
5651,2025-05-08,13:18:33,Loja de Departamentos Akimi,315.4,outros,pix
5652,2025-02-11,02:30:42,Plano de Saúde Akimi,1782.58,saúde,cartão débito
5653,2025-08-20,18:55:28,Livraria Akimi,36.62,despesas pessoais,boleto
5654,2025-05-18,06:34:19,Consultório Médico Iamato,344.75,saúde,pix
5655,2025-04-27,05:18:22,Livraria Paffaro,215.43,educação,pix
5656,2025-07-04,22:38:09,Hospital Gonçalves,2133.58,saúde,boleto
5657,2025-07-05,08:29:25,Papelaria Iamato,108.82,educação,cartão crédito
5658,2024-10-19,01:07:36,Serviços Postais Gonçalves,15.18,comunicação,pix
5659,2024-12-22,21:18:35,Cafeteria Akimi,9.77,alimentação,boleto
5660,2025-10-13,05:55:19,Loja de Departamentos Akimi,259.92,outros,cartão débito
5661,2025-08-05,08:39:23,Faculdade Iamato,2164.02,educação,boleto
5662,2025-03-10,15:19:53,Plano de Saúde Gonçalves,1916.13,saúde,boleto
5663,2025-07-30,18:31:52,Doação Paffaro,459.15,outros,pix
5664,2025-01-18,09:30:20,Plano de Saúde Gonçalves,336.37,saúde,cartão crédito
5665,2025-01-25,13:53:37,Hortifruti Iamato,81.32,alimentação,cartão débito
5666,2025-04-05,19:30:43,Loja de Jogos Akimi,241.73,lazer,pix
5667,2025-05-17,10:28:42,Hospital Gonçalves,569.17,saúde,pix
5668,2024-11-02,15:55:55,Plano de Saúde Iamato,1262.25,saúde,boleto
5669,2025-08-30,08:54:04,Conta de Água Iamato,200.61,casa,cartão crédito
5670,2024-11-30,00:42:15,Show Gonçalves,342.46,lazer,boleto
5671,2025-01-13,09:34:00,Serviços Postais Gonçalves,10.41,comunicação,pix
5672,2025-10-08,22:57:47,Academia Iamato,94.58,despesas pessoais,boleto
5673,2025-01-18,11:41:50,Padaria Gonçalves,46.98,alimentação,boleto
5674,2025-03-09,09:54:57,Impostos Paffaro,308.55,outros,cartão débito
5675,2025-02-24,20:21:30,Clínica Odontológica Paffaro,820.7,saúde,boleto
5676,2025-05-26,15:42:51,Loja de Peças Paffaro,217.91,transporte,cartão débito
5677,2024-11-20,06:03:20,Recarga de Celular Gonçalves,84.8,comunicação,cartão débito
5678,2025-04-09,12:02:55,Curso Online Gonçalves,792.15,educação,boleto
5679,2025-01-26,17:53:48,Agência de Viagens Paffaro,1890.38,lazer,boleto
5680,2025-04-09,18:53:23,Material de Construção Iamato,3550.79,casa,cartão crédito
5681,2025-03-11,06:47:20,Farmácia Akimi,75.66,saúde,pix
5682,2025-08-27,16:34:48,Provedor de Internet Akimi,234.44,comunicação,cartão débito
5683,2024-12-24,02:56:04,Conta de Água Iamato,211.9,casa,cartão crédito
5684,2025-01-19,02:46:59,Loja de Decoração Paffaro,592.24,casa,pix
5685,2025-03-01,18:19:24,Supermercado Gonçalves,384.67,alimentação,boleto
5686,2025-05-19,00:03:52,Streaming Akimi,35.16,lazer,cartão crédito
5687,2025-06-17,13:57:36,Doação Paffaro,498.27,outros,boleto
5688,2025-04-17,18:35:29,Provedor de Internet Iamato,184.82,comunicação,pix
5689,2025-03-20,23:01:42,Doação Gonçalves,258.74,outros,cartão débito
5690,2025-09-21,06:22:27,Salão de Beleza Paffaro,178.21,despesas pessoais,cartão débito
5691,2025-07-13,06:18:28,Loja de Peças Akimi,541.43,transporte,cartão crédito
5692,2024-11-01,21:24:14,Açougue Iamato,121.32,alimentação,pix
5693,2024-11-15,19:02:42,Show Iamato,203.81,lazer,cartão crédito
5694,2024-11-11,23:50:18,Pet Shop Paffaro,110.65,despesas pessoais,cartão débito
5695,2025-09-21,04:15:21,Açougue Gonçalves,150.17,alimentação,cartão crédito
5696,2025-06-25,13:19:02,Faculdade Akimi,2357.87,educação,cartão crédito
5697,2024-11-30,19:46:42,Pedágio Gonçalves,39.28,transporte,pix
5698,2025-04-17,01:13:56,Eletricista Akimi,404.03,casa,cartão crédito
5699,2025-09-23,11:44:44,Loja de Departamentos Paffaro,177.45,outros,cartão crédito
5700,2025-04-05,06:55:44,Livraria Iamato,310.39,educação,pix
5701,2025-03-24,19:07:31,Consultoria Iamato,310.63,outros,boleto
5702,2025-04-04,21:47:45,Escola Paffaro,1824.99,educação,cartão débito
5703,2025-01-25,18:29:33,Doação Gonçalves,401.21,outros,cartão crédito
5704,2025-02-10,12:02:55,Provedor de Internet Gonçalves,168.36,comunicação,boleto
5705,2025-05-06,15:01:23,Serviços Gerais Akimi,501.51,outros,cartão débito
5706,2025-03-10,22:50:33,Salão de Beleza Paffaro,296.08,despesas pessoais,boleto
5707,2025-08-15,19:43:39,Loja de Calçados Iamato,169.96,despesas pessoais,pix
5708,2025-08-09,14:35:45,Companhia Telefônica Akimi,223.49,comunicação,pix
5709,2024-12-13,13:41:01,Hortifruti Iamato,22.68,alimentação,boleto
5710,2024-11-14,13:41:47,Bar Paffaro,76.04,lazer,pix
5711,2025-04-17,03:29:51,Plano de Saúde Akimi,1331.26,saúde,cartão crédito
5712,2025-04-17,03:44:57,Material de Construção Iamato,893.75,casa,boleto
5713,2024-11-22,23:57:40,Loja de Peças Paffaro,890.18,transporte,boleto
5714,2025-09-03,01:51:11,Parque Gonçalves,70.03,lazer,boleto
5715,2025-03-19,14:33:32,Consultório Médico Akimi,420.7,saúde,pix
5716,2025-05-13,16:33:24,Laboratório Akimi,669.86,saúde,cartão débito
5717,2025-06-18,14:55:21,Aluguel Iamato,3248.83,casa,cartão débito
5718,2025-08-03,07:32:19,Supermercado Paffaro,630.81,alimentação,cartão débito
5719,2025-02-08,20:27:08,Consultório Médico Iamato,185.55,saúde,cartão crédito
5720,2025-09-11,22:23:59,Agência de Viagens Gonçalves,2003.82,lazer,cartão crédito
5721,2025-03-23,07:03:08,Estacionamento Akimi,16.4,transporte,boleto
5722,2025-06-29,10:59:19,Provedor de Internet Paffaro,264.09,comunicação,cartão débito
5723,2025-06-22,10:50:34,Serviços Postais Iamato,20.71,comunicação,pix
5724,2025-07-13,11:44:15,Loja de Jogos Akimi,264.88,lazer,cartão crédito
5725,2025-02-12,08:15:04,Hortifruti Gonçalves,32.41,alimentação,cartão crédito
5726,2025-06-12,00:03:33,Oficina Mecânica Paffaro,2732.84,transporte,cartão débito
5727,2025-08-05,09:17:57,Streaming Iamato,32.5,lazer,pix
5728,2025-05-20,12:22:14,Conta de Água Gonçalves,109.13,casa,pix
5729,2025-07-04,04:33:51,Livraria Iamato,68.43,educação,cartão crédito
5730,2025-08-31,02:08:55,Loja de Utilidades Gonçalves,82.04,casa,cartão débito
5731,2025-02-27,03:34:00,Sorveteria Akimi,32.72,alimentação,cartão crédito
5732,2025-08-21,22:25:07,Provedor de Internet Akimi,237.73,comunicação,boleto
5733,2024-11-02,12:07:14,Loja de Móveis Gonçalves,4248.02,casa,cartão crédito
5734,2025-05-28,13:46:59,Laboratório Iamato,784.13,saúde,pix
5735,2024-12-23,16:42:17,Restaurante Gonçalves,158.09,alimentação,cartão débito
5736,2025-10-04,03:20:25,Oficina Mecânica Akimi,2317.72,transporte,boleto
5737,2025-03-27,23:25:31,Livraria Paffaro,288.72,educação,boleto
5738,2024-10-25,18:47:57,Clínica Odontológica Paffaro,1143.56,saúde,cartão débito
5739,2025-10-16,10:59:42,Loja de Utilidades Paffaro,191.85,casa,pix
5740,2025-07-24,12:59:49,Conta de Água Paffaro,136.2,casa,cartão crédito
5741,2025-04-11,01:13:23,Perfumaria Akimi,163.56,despesas pessoais,pix
5742,2025-04-29,21:44:58,Curso de Idiomas Akimi,619.64,educação,boleto
5743,2025-09-25,15:08:25,Lanchonete Gonçalves,62.49,alimentação,cartão débito
5744,2025-07-02,16:01:15,Curso de Idiomas Iamato,231.0,educação,cartão crédito
5745,2025-07-21,06:53:03,Livraria Paffaro,218.89,despesas pessoais,cartão crédito
5746,2025-06-21,21:27:15,Livraria Iamato,63.96,despesas pessoais,cartão crédito
5747,2025-02-25,05:14:18,Provedor de Internet Paffaro,194.48,comunicação,cartão débito
5748,2024-11-19,10:40:58,Livraria Paffaro,33.15,despesas pessoais,pix
5749,2025-02-15,05:38:58,Empresa de Ônibus Gonçalves,85.95,transporte,cartão débito
5750,2025-05-20,08:10:15,Oficina Mecânica Iamato,1231.81,transporte,boleto
5751,2024-11-27,11:14:53,Plano de Saúde Gonçalves,446.41,saúde,pix
5752,2025-09-29,12:25:28,Loja de Departamentos Iamato,128.47,outros,cartão débito
5753,2024-11-08,16:01:19,Show Paffaro,428.16,lazer,boleto
5754,2025-10-12,22:56:03,Faculdade Iamato,2629.21,educação,pix
5755,2025-08-11,11:29:06,Loja de Calçados Iamato,427.3,despesas pessoais,cartão crédito
5756,2025-03-16,17:31:20,Provedor de Internet Paffaro,259.42,comunicação,pix
5757,2025-08-31,06:29:12,Pedágio Akimi,40.28,transporte,pix
5758,2025-03-06,03:06:23,Eletricista Iamato,794.1,casa,cartão crédito
5759,2025-09-09,04:53:03,Doação Gonçalves,34.21,outros,cartão crédito
5760,2025-08-24,19:56:19,Curso de Idiomas Iamato,205.08,educação,cartão débito
5761,2025-06-01,10:23:59,Escola Iamato,750.92,educação,pix
5762,2025-09-16,08:26:57,Loja de Jogos Gonçalves,286.39,lazer,cartão crédito
5763,2025-01-30,20:51:39,Loja de Departamentos Gonçalves,167.26,outros,pix
5764,2025-08-16,20:38:03,Salão de Beleza Gonçalves,201.78,despesas pessoais,pix
5765,2025-04-19,13:20:52,Livraria Gonçalves,61.39,educação,pix
5766,2024-10-19,02:41:48,Curso de Idiomas Paffaro,572.44,educação,pix
5767,2025-10-01,05:53:22,Loja de Calçados Paffaro,187.67,despesas pessoais,boleto
5768,2025-01-16,19:22:37,Livraria Iamato,187.55,despesas pessoais,pix
5769,2024-11-15,17:01:59,Show Gonçalves,365.64,lazer,boleto
5770,2025-07-08,20:10:53,Loja de Roupas Akimi,163.74,despesas pessoais,pix
5771,2025-06-30,03:37:07,Hospital Akimi,510.58,saúde,pix
5772,2025-01-27,03:23:32,Livraria Akimi,397.62,educação,cartão débito
5773,2024-10-22,00:17:48,Livraria Paffaro,40.48,despesas pessoais,pix
5774,2025-07-22,05:50:19,Impostos Akimi,335.63,outros,pix
5775,2025-05-10,00:30:54,Cafeteria Akimi,58.59,alimentação,cartão crédito
5776,2024-11-23,04:26:45,Curso Online Gonçalves,597.04,educação,pix
5777,2025-08-17,03:03:39,Serviços Gerais Iamato,745.71,outros,pix
